date,sku,category,shelf_life_days,units_sold,temp_c,bank_holiday,school_holiday,weekend,dow,promo
2025-05-08,Soft Drinks,Beverage,90,167,14.4,0,0,0,3,0
2025-05-09,Soft Drinks,Beverage,90,249,12.9,0,0,1,4,0
2025-05-10,Soft Drinks,Beverage,90,273,15.8,0,0,1,5,0
2025-05-11,Soft Drinks,Beverage,90,197,9.8,0,0,1,6,0
2025-05-12,Soft Drinks,Beverage,90,131,13.2,0,0,0,0,0
2025-05-13,Soft Drinks,Beverage,90,121,9.7,0,0,0,1,0
2025-05-14,Soft Drinks,Beverage,90,121,10.9,0,0,0,2,0
2025-05-15,Soft Drinks,Beverage,90,181,17.3,0,0,0,3,0
2025-05-16,Soft Drinks,Beverage,90,268,16.4,0,0,1,4,0
2025-05-17,Soft Drinks,Beverage,90,214,13.0,0,0,1,5,0
2025-05-18,Soft Drinks,Beverage,90,237,11.4,0,0,1,6,0
2025-05-19,Soft Drinks,Beverage,90,97,8.3,0,0,0,0,0
2025-05-20,Soft Drinks,Beverage,90,118,13.8,0,0,0,1,0
2025-05-21,Soft Drinks,Beverage,90,199,20.4,0,0,0,2,0
2025-05-22,Soft Drinks,Beverage,90,181,16.1,0,0,0,3,0
2025-05-23,Soft Drinks,Beverage,90,230,14.1,0,0,1,4,0
2025-05-24,Soft Drinks,Beverage,90,311,16.4,0,0,1,5,0
2025-05-25,Soft Drinks,Beverage,90,245,12.1,0,0,1,6,0
2025-05-26,Soft Drinks,Beverage,90,229,15.0,1,1,0,0,0
2025-05-27,Soft Drinks,Beverage,90,157,16.0,0,1,0,1,0
2025-05-28,Soft Drinks,Beverage,90,169,15.7,0,1,0,2,0
2025-05-29,Soft Drinks,Beverage,90,187,17.7,0,1,0,3,0
2025-05-30,Soft Drinks,Beverage,90,251,16.8,0,1,1,4,0
2025-05-31,Soft Drinks,Beverage,90,272,17.7,0,1,1,5,0
2025-06-01,Soft Drinks,Beverage,90,236,14.8,0,0,1,6,0
2025-06-02,Soft Drinks,Beverage,90,164,18.4,0,0,0,0,0
2025-06-03,Soft Drinks,Beverage,90,185,20.1,0,0,0,1,0
2025-06-04,Soft Drinks,Beverage,90,166,14.5,0,0,0,2,0
2025-06-05,Soft Drinks,Beverage,90,152,14.7,0,0,0,3,0
2025-06-06,Soft Drinks,Beverage,90,346,19.7,0,0,1,4,0
2025-06-07,Soft Drinks,Beverage,90,334,16.5,0,0,1,5,1
2025-06-08,Soft Drinks,Beverage,90,416,20.1,0,0,1,6,1
2025-06-09,Soft Drinks,Beverage,90,148,16.1,0,0,0,0,0
2025-06-10,Soft Drinks,Beverage,90,186,20.4,0,0,0,1,0
2025-06-11,Soft Drinks,Beverage,90,193,17.5,0,0,0,2,0
2025-06-12,Soft Drinks,Beverage,90,208,17.9,0,0,0,3,0
2025-06-13,Soft Drinks,Beverage,90,326,20.9,0,0,1,4,0
2025-06-14,Soft Drinks,Beverage,90,421,16.7,0,0,1,5,1
2025-06-15,Soft Drinks,Beverage,90,283,15.5,0,0,1,6,0
2025-06-16,Soft Drinks,Beverage,90,164,16.7,0,0,0,0,0
2025-06-17,Soft Drinks,Beverage,90,174,18.7,0,0,0,1,0
2025-06-18,Soft Drinks,Beverage,90,152,14.4,0,0,0,2,0
2025-06-19,Soft Drinks,Beverage,90,177,19.3,0,0,0,3,0
2025-06-20,Soft Drinks,Beverage,90,386,16.8,0,0,1,4,1
2025-06-21,Soft Drinks,Beverage,90,347,20.5,0,0,1,5,0
2025-06-22,Soft Drinks,Beverage,90,199,12.8,0,0,1,6,0
2025-06-23,Soft Drinks,Beverage,90,168,16.4,0,0,0,0,0
2025-06-24,Soft Drinks,Beverage,90,155,14.5,0,0,0,1,0
2025-06-25,Soft Drinks,Beverage,90,192,16.4,0,0,0,2,0
2025-06-26,Soft Drinks,Beverage,90,247,18.9,0,0,0,3,1
2025-06-27,Soft Drinks,Beverage,90,304,18.0,0,0,1,4,0
2025-06-28,Soft Drinks,Beverage,90,261,17.9,0,0,1,5,0
2025-06-29,Soft Drinks,Beverage,90,329,18.1,0,0,1,6,0
2025-06-30,Soft Drinks,Beverage,90,152,19.0,0,0,0,0,0
2025-07-01,Soft Drinks,Beverage,90,134,16.3,0,1,0,1,0
2025-07-02,Soft Drinks,Beverage,90,187,20.2,0,1,0,2,0
2025-07-03,Soft Drinks,Beverage,90,253,20.1,0,1,0,3,1
2025-07-04,Soft Drinks,Beverage,90,293,19.5,0,1,1,4,0
2025-07-05,Soft Drinks,Beverage,90,310,19.9,0,1,1,5,0
2025-07-06,Soft Drinks,Beverage,90,320,19.4,0,1,1,6,0
2025-07-07,Soft Drinks,Beverage,90,203,23.3,0,1,0,0,0
2025-07-08,Soft Drinks,Beverage,90,171,18.6,0,1,0,1,0
2025-07-09,Soft Drinks,Beverage,90,152,18.2,0,1,0,2,0
2025-07-10,Soft Drinks,Beverage,90,165,17.2,0,1,0,3,0
2025-07-11,Soft Drinks,Beverage,90,305,16.6,0,1,1,4,0
2025-07-12,Soft Drinks,Beverage,90,268,16.2,0,1,1,5,0
2025-07-13,Soft Drinks,Beverage,90,314,17.0,0,1,1,6,0
2025-07-14,Soft Drinks,Beverage,90,134,18.8,0,1,0,0,0
2025-07-15,Soft Drinks,Beverage,90,159,19.7,0,1,0,1,0
2025-07-16,Soft Drinks,Beverage,90,171,19.1,0,1,0,2,0
2025-07-17,Soft Drinks,Beverage,90,147,17.3,0,1,0,3,0
2025-07-18,Soft Drinks,Beverage,90,332,21.0,0,1,1,4,0
2025-07-19,Soft Drinks,Beverage,90,315,20.6,0,1,1,5,0
2025-07-20,Soft Drinks,Beverage,90,259,18.6,0,1,1,6,0
2025-07-21,Soft Drinks,Beverage,90,152,17.6,0,1,0,0,0
2025-07-22,Soft Drinks,Beverage,90,164,20.2,0,1,0,1,0
2025-07-23,Soft Drinks,Beverage,90,164,19.4,0,1,0,2,0
2025-07-24,Soft Drinks,Beverage,90,165,15.8,0,1,0,3,0
2025-07-25,Soft Drinks,Beverage,90,376,18.8,0,1,1,4,1
2025-07-26,Soft Drinks,Beverage,90,311,19.5,0,1,1,5,0
2025-07-27,Soft Drinks,Beverage,90,235,17.0,0,1,1,6,0
2025-07-28,Soft Drinks,Beverage,90,171,19.3,0,1,0,0,0
2025-07-29,Soft Drinks,Beverage,90,130,15.7,0,1,0,1,0
2025-07-30,Soft Drinks,Beverage,90,204,21.8,0,1,0,2,0
2025-07-31,Soft Drinks,Beverage,90,203,21.6,0,1,0,3,0
2025-08-01,Soft Drinks,Beverage,90,302,18.3,0,1,1,4,0
2025-08-02,Soft Drinks,Beverage,90,317,19.6,0,1,1,5,0
2025-08-03,Soft Drinks,Beverage,90,207,13.5,0,1,1,6,0
2025-08-04,Soft Drinks,Beverage,90,200,16.2,0,1,0,0,1
2025-08-05,Soft Drinks,Beverage,90,216,18.1,0,1,0,1,1
2025-08-06,Soft Drinks,Beverage,90,145,16.3,0,1,0,2,0
2025-08-07,Soft Drinks,Beverage,90,191,20.2,0,1,0,3,0
2025-08-08,Soft Drinks,Beverage,90,330,23.0,0,1,1,4,0
2025-08-09,Soft Drinks,Beverage,90,261,16.0,0,1,1,5,0
2025-08-10,Soft Drinks,Beverage,90,258,16.7,0,1,1,6,0
2025-08-11,Soft Drinks,Beverage,90,158,19.0,0,1,0,0,0
2025-08-12,Soft Drinks,Beverage,90,242,21.9,0,1,0,1,1
2025-08-13,Soft Drinks,Beverage,90,167,15.7,0,1,0,2,0
2025-08-14,Soft Drinks,Beverage,90,173,18.8,0,1,0,3,0
2025-08-15,Soft Drinks,Beverage,90,320,22.2,0,1,1,4,0
2025-08-16,Soft Drinks,Beverage,90,191,14.5,0,1,1,5,0
2025-08-17,Soft Drinks,Beverage,90,241,15.3,0,1,1,6,0
2025-08-18,Soft Drinks,Beverage,90,148,17.1,0,1,0,0,0
2025-08-19,Soft Drinks,Beverage,90,153,16.8,0,1,0,1,0
2025-08-20,Soft Drinks,Beverage,90,174,19.7,0,1,0,2,0
2025-08-21,Soft Drinks,Beverage,90,162,18.4,0,1,0,3,0
2025-08-22,Soft Drinks,Beverage,90,218,13.9,0,1,1,4,0
2025-08-23,Soft Drinks,Beverage,90,281,18.8,0,1,1,5,0
2025-08-24,Soft Drinks,Beverage,90,266,16.3,0,1,1,6,0
2025-08-25,Soft Drinks,Beverage,90,228,20.3,1,1,0,0,0
2025-08-26,Soft Drinks,Beverage,90,150,16.1,0,1,0,1,0
2025-08-27,Soft Drinks,Beverage,90,144,16.0,0,1,0,2,0
2025-08-28,Soft Drinks,Beverage,90,173,18.5,0,1,0,3,0
2025-08-29,Soft Drinks,Beverage,90,251,18.9,0,1,1,4,0
2025-08-30,Soft Drinks,Beverage,90,272,18.1,0,1,1,5,0
2025-08-31,Soft Drinks,Beverage,90,220,13.3,0,1,1,6,0
2025-09-01,Soft Drinks,Beverage,90,142,18.1,0,0,0,0,0
2025-09-02,Soft Drinks,Beverage,90,111,14.6,0,0,0,1,0
2025-09-03,Soft Drinks,Beverage,90,173,17.3,0,0,0,2,0
2025-09-04,Soft Drinks,Beverage,90,161,13.5,0,0,0,3,0
2025-09-05,Soft Drinks,Beverage,90,332,17.5,0,0,1,4,1
2025-09-06,Soft Drinks,Beverage,90,239,14.7,0,0,1,5,0
2025-09-07,Soft Drinks,Beverage,90,262,13.5,0,0,1,6,1
2025-09-08,Soft Drinks,Beverage,90,135,17.8,0,0,0,0,0
2025-09-09,Soft Drinks,Beverage,90,148,16.7,0,0,0,1,0
2025-09-10,Soft Drinks,Beverage,90,151,14.7,0,0,0,2,0
2025-09-11,Soft Drinks,Beverage,90,179,19.1,0,0,0,3,0
2025-09-12,Soft Drinks,Beverage,90,219,14.9,0,0,1,4,0
2025-09-13,Soft Drinks,Beverage,90,229,15.8,0,0,1,5,0
2025-09-14,Soft Drinks,Beverage,90,232,16.2,0,0,1,6,0
2025-09-15,Soft Drinks,Beverage,90,115,14.1,0,0,0,0,0
2025-09-16,Soft Drinks,Beverage,90,123,16.4,0,0,0,1,0
2025-09-17,Soft Drinks,Beverage,90,104,14.1,0,0,0,2,0
2025-09-18,Soft Drinks,Beverage,90,141,14.2,0,0,0,3,0
2025-09-19,Soft Drinks,Beverage,90,258,18.0,0,0,1,4,0
2025-09-20,Soft Drinks,Beverage,90,239,12.6,0,0,1,5,0
2025-09-21,Soft Drinks,Beverage,90,161,9.5,0,0,1,6,0
2025-09-22,Soft Drinks,Beverage,90,150,18.2,0,0,0,0,0
2025-09-23,Soft Drinks,Beverage,90,151,20.1,0,0,0,1,0
2025-09-24,Soft Drinks,Beverage,90,115,13.5,0,0,0,2,0
2025-09-25,Soft Drinks,Beverage,90,118,10.0,0,0,0,3,0
2025-09-26,Soft Drinks,Beverage,90,183,13.5,0,0,1,4,0
2025-09-27,Soft Drinks,Beverage,90,194,13.4,0,0,1,5,0
2025-09-28,Soft Drinks,Beverage,90,210,13.5,0,0,1,6,0
2025-09-29,Soft Drinks,Beverage,90,101,11.3,0,0,0,0,0
2025-09-30,Soft Drinks,Beverage,90,127,14.9,0,0,0,1,0
2025-10-01,Soft Drinks,Beverage,90,152,14.7,0,0,0,2,0
2025-10-02,Soft Drinks,Beverage,90,101,10.1,0,0,0,3,0
2025-10-03,Soft Drinks,Beverage,90,222,14.8,0,0,1,4,0
2025-10-04,Soft Drinks,Beverage,90,235,17.6,0,0,1,5,0
2025-10-05,Soft Drinks,Beverage,90,196,13.4,0,0,1,6,0
2025-10-06,Soft Drinks,Beverage,90,118,12.1,0,0,0,0,0
2025-10-07,Soft Drinks,Beverage,90,98,12.4,0,0,0,1,0
2025-10-08,Soft Drinks,Beverage,90,99,13.9,0,0,0,2,0
2025-10-09,Soft Drinks,Beverage,90,92,8.6,0,0,0,3,0
2025-10-10,Soft Drinks,Beverage,90,207,12.7,0,0,1,4,0
2025-10-11,Soft Drinks,Beverage,90,189,11.3,0,0,1,5,0
2025-10-12,Soft Drinks,Beverage,90,228,16.1,0,0,1,6,0
2025-10-13,Soft Drinks,Beverage,90,94,11.5,0,0,0,0,0
2025-10-14,Soft Drinks,Beverage,90,124,15.4,0,0,0,1,0
2025-10-15,Soft Drinks,Beverage,90,80,9.2,0,0,0,2,0
2025-10-16,Soft Drinks,Beverage,90,124,12.8,0,0,0,3,0
2025-10-17,Soft Drinks,Beverage,90,184,12.1,0,0,1,4,0
2025-10-18,Soft Drinks,Beverage,90,174,9.3,0,0,1,5,0
2025-10-19,Soft Drinks,Beverage,90,188,11.5,0,0,1,6,0
2025-10-20,Soft Drinks,Beverage,90,98,13.6,0,0,0,0,0
2025-10-21,Soft Drinks,Beverage,90,88,10.1,0,0,0,1,0
2025-10-22,Soft Drinks,Beverage,90,110,7.0,0,0,0,2,1
2025-10-23,Soft Drinks,Beverage,90,103,10.5,0,0,0,3,0
2025-10-24,Soft Drinks,Beverage,90,149,8.4,0,0,1,4,0
2025-10-25,Soft Drinks,Beverage,90,124,9.5,0,0,1,5,0
2025-10-26,Soft Drinks,Beverage,90,166,9.9,0,1,1,6,0
2025-10-27,Soft Drinks,Beverage,90,76,6.2,0,1,0,0,0
2025-10-28,Soft Drinks,Beverage,90,73,6.3,0,1,0,1,0
2025-10-29,Soft Drinks,Beverage,90,112,10.8,0,1,0,2,0
2025-10-30,Soft Drinks,Beverage,90,87,8.4,0,1,0,3,0
2025-10-31,Soft Drinks,Beverage,90,92,3.8,0,1,1,4,0
2025-11-01,Soft Drinks,Beverage,90,155,11.0,0,0,1,5,0
2025-11-02,Soft Drinks,Beverage,90,143,9.8,0,0,1,6,0
2025-11-03,Soft Drinks,Beverage,90,83,7.5,0,0,0,0,0
2025-11-04,Soft Drinks,Beverage,90,67,6.0,0,0,0,1,0
2025-11-05,Soft Drinks,Beverage,90,111,10.6,0,0,0,2,0
2025-11-06,Soft Drinks,Beverage,90,100,9.4,0,0,0,3,0
2025-11-07,Soft Drinks,Beverage,90,195,13.8,0,0,1,4,0
2025-11-08,Soft Drinks,Beverage,90,158,9.3,0,0,1,5,0
2025-11-09,Soft Drinks,Beverage,90,148,9.1,0,0,1,6,0
2025-11-10,Soft Drinks,Beverage,90,83,7.8,0,0,0,0,0
2025-11-11,Soft Drinks,Beverage,90,83,9.8,0,0,0,1,0
2025-11-12,Soft Drinks,Beverage,90,114,9.2,0,0,0,2,0
2025-11-13,Soft Drinks,Beverage,90,113,10.5,0,0,0,3,0
2025-11-14,Soft Drinks,Beverage,90,127,6.5,0,0,1,4,0
2025-11-15,Soft Drinks,Beverage,90,147,6.5,0,0,1,5,0
2025-11-16,Soft Drinks,Beverage,90,139,6.3,0,0,1,6,0
2025-11-17,Soft Drinks,Beverage,90,81,9.0,0,0,0,0,0
2025-11-18,Soft Drinks,Beverage,90,81,10.4,0,0,0,1,0
2025-11-19,Soft Drinks,Beverage,90,83,6.0,0,0,0,2,0
2025-11-20,Soft Drinks,Beverage,90,72,6.0,0,0,0,3,0
2025-11-21,Soft Drinks,Beverage,90,155,7.5,0,0,1,4,0
2025-11-22,Soft Drinks,Beverage,90,139,6.1,0,0,1,5,0
2025-11-23,Soft Drinks,Beverage,90,133,8.6,0,0,1,6,0
2025-11-24,Soft Drinks,Beverage,90,52,1.5,0,0,0,0,0
2025-11-25,Soft Drinks,Beverage,90,55,4.5,0,0,0,1,0
2025-11-26,Soft Drinks,Beverage,90,54,4.5,0,0,0,2,0
2025-11-27,Soft Drinks,Beverage,90,49,1.0,0,0,0,3,0
2025-11-28,Soft Drinks,Beverage,90,137,3.9,0,0,1,4,1
2025-11-29,Soft Drinks,Beverage,90,115,3.9,0,0,1,5,0
2025-11-30,Soft Drinks,Beverage,90,131,5.3,0,0,1,6,0
2025-12-01,Soft Drinks,Beverage,90,77,8.1,0,0,0,0,0
2025-12-02,Soft Drinks,Beverage,90,52,5.0,0,0,0,1,0
2025-12-03,Soft Drinks,Beverage,90,49,3.2,0,0,0,2,0
2025-12-04,Soft Drinks,Beverage,90,109,5.2,0,0,0,3,1
2025-12-05,Soft Drinks,Beverage,90,154,7.6,0,0,1,4,0
2025-12-06,Soft Drinks,Beverage,90,94,3.0,0,0,1,5,0
2025-12-07,Soft Drinks,Beverage,90,86,3.1,0,0,1,6,0
2025-12-08,Soft Drinks,Beverage,90,56,6.2,0,0,0,0,0
2025-12-09,Soft Drinks,Beverage,90,68,4.4,0,0,0,1,0
2025-12-10,Soft Drinks,Beverage,90,85,6.2,0,0,0,2,0
2025-12-11,Soft Drinks,Beverage,90,82,4.7,0,0,0,3,0
2025-12-12,Soft Drinks,Beverage,90,141,6.2,0,0,1,4,0
2025-12-13,Soft Drinks,Beverage,90,103,2.3,0,0,1,5,0
2025-12-14,Soft Drinks,Beverage,90,110,4.5,0,0,1,6,0
2025-12-15,Soft Drinks,Beverage,90,47,3.9,0,0,0,0,0
2025-12-16,Soft Drinks,Beverage,90,45,1.7,0,0,0,1,0
2025-12-17,Soft Drinks,Beverage,90,64,0.8,0,0,0,2,0
2025-12-18,Soft Drinks,Beverage,90,79,5.7,0,0,0,3,0
2025-12-19,Soft Drinks,Beverage,90,111,3.3,0,0,1,4,0
2025-12-20,Soft Drinks,Beverage,90,80,1.8,0,1,1,5,0
2025-12-21,Soft Drinks,Beverage,90,126,3.8,0,1,1,6,0
2025-12-22,Soft Drinks,Beverage,90,75,6.4,0,1,0,0,0
2025-12-23,Soft Drinks,Beverage,90,45,-1.2,0,1,0,1,0
2025-12-24,Soft Drinks,Beverage,90,58,0.5,0,1,0,2,0
2025-12-25,Soft Drinks,Beverage,90,0,1.7,1,1,0,3,0
2025-12-26,Soft Drinks,Beverage,90,194,6.9,1,1,1,4,0
2025-12-27,Soft Drinks,Beverage,90,128,4.2,0,1,1,5,0
2025-12-28,Soft Drinks,Beverage,90,123,5.3,0,1,1,6,0
2025-12-29,Soft Drinks,Beverage,90,54,1.0,0,1,0,0,0
2025-12-30,Soft Drinks,Beverage,90,49,1.0,0,1,0,1,0
2025-12-31,Soft Drinks,Beverage,90,82,4.4,0,1,0,2,0
2024-01-01,Coffee Beans,Beverage,120,49,4.0,1,1,0,0,0
2024-01-02,Coffee Beans,Beverage,120,42,1.0,0,1,0,1,0
2024-01-03,Coffee Beans,Beverage,120,40,4.9,0,0,0,2,0
2024-01-04,Coffee Beans,Beverage,120,56,5.3,0,0,0,3,0
2024-01-05,Coffee Beans,Beverage,120,66,-1.1,0,0,1,4,0
2024-01-06,Coffee Beans,Beverage,120,43,0.3,0,0,1,5,0
2024-01-07,Coffee Beans,Beverage,120,50,3.4,0,0,1,6,0
2024-01-08,Coffee Beans,Beverage,120,50,2.4,0,0,0,0,0
2024-01-09,Coffee Beans,Beverage,120,57,3.1,0,0,0,1,1
2024-01-10,Coffee Beans,Beverage,120,46,1.2,0,0,0,2,0
2024-01-11,Coffee Beans,Beverage,120,51,5.0,0,0,0,3,0
2024-01-12,Coffee Beans,Beverage,120,53,4.8,0,0,1,4,0
2024-01-13,Coffee Beans,Beverage,120,55,3.2,0,0,1,5,0
2024-01-14,Coffee Beans,Beverage,120,54,5.5,0,0,1,6,0
2024-01-15,Coffee Beans,Beverage,120,59,4.0,0,0,0,0,0
2024-01-16,Coffee Beans,Beverage,120,56,1.1,0,0,0,1,0
2024-01-17,Coffee Beans,Beverage,120,39,3.8,0,0,0,2,0
2024-01-18,Coffee Beans,Beverage,120,45,0.9,0,0,0,3,0
2024-01-19,Coffee Beans,Beverage,120,77,4.9,0,0,1,4,1
2024-01-20,Coffee Beans,Beverage,120,76,2.9,0,0,1,5,0
2024-01-21,Coffee Beans,Beverage,120,55,2.6,0,0,1,6,0
2024-01-22,Coffee Beans,Beverage,120,35,1.5,0,0,0,0,0
2024-01-23,Coffee Beans,Beverage,120,55,5.7,0,0,0,1,1
2024-01-24,Coffee Beans,Beverage,120,70,2.7,0,0,0,2,1
2024-01-25,Coffee Beans,Beverage,120,51,2.1,0,0,0,3,0
2024-01-26,Coffee Beans,Beverage,120,50,2.3,0,0,1,4,0
2024-01-27,Coffee Beans,Beverage,120,55,4.3,0,0,1,5,0
2024-01-28,Coffee Beans,Beverage,120,70,3.9,0,0,1,6,0
2024-01-29,Coffee Beans,Beverage,120,50,4.0,0,0,0,0,0
2024-01-30,Coffee Beans,Beverage,120,59,4.1,0,0,0,1,1
2024-01-31,Coffee Beans,Beverage,120,54,7.9,0,0,0,2,0
2024-02-01,Coffee Beans,Beverage,120,48,2.3,0,0,0,3,0
2024-02-02,Coffee Beans,Beverage,120,64,2.1,0,0,1,4,0
2024-02-03,Coffee Beans,Beverage,120,57,1.5,0,0,1,5,0
2024-02-04,Coffee Beans,Beverage,120,68,4.7,0,0,1,6,0
2024-02-05,Coffee Beans,Beverage,120,51,5.8,0,0,0,0,0
2024-02-06,Coffee Beans,Beverage,120,50,3.1,0,0,0,1,1
2024-02-07,Coffee Beans,Beverage,120,56,1.6,0,0,0,2,0
2024-02-08,Coffee Beans,Beverage,120,63,1.7,0,0,0,3,0
2024-02-09,Coffee Beans,Beverage,120,56,5.0,0,0,1,4,0
2024-02-10,Coffee Beans,Beverage,120,49,5.2,0,0,1,5,0
2024-02-11,Coffee Beans,Beverage,120,55,4.8,0,0,1,6,0
2024-02-12,Coffee Beans,Beverage,120,40,2.2,0,1,0,0,0
2024-02-13,Coffee Beans,Beverage,120,41,4.3,0,1,0,1,0
2024-02-14,Coffee Beans,Beverage,120,58,4.1,0,1,0,2,0
2024-02-15,Coffee Beans,Beverage,120,50,4.3,0,1,0,3,0
2024-02-16,Coffee Beans,Beverage,120,46,5.8,0,1,1,4,0
2024-02-17,Coffee Beans,Beverage,120,59,4.5,0,1,1,5,0
2024-02-18,Coffee Beans,Beverage,120,63,5.6,0,1,1,6,0
2024-02-19,Coffee Beans,Beverage,120,48,4.3,0,0,0,0,0
2024-02-20,Coffee Beans,Beverage,120,52,4.8,0,0,0,1,0
2024-02-21,Coffee Beans,Beverage,120,51,5.7,0,0,0,2,0
2024-02-22,Coffee Beans,Beverage,120,68,1.1,0,0,0,3,0
2024-02-23,Coffee Beans,Beverage,120,55,3.7,0,0,1,4,0
2024-02-24,Coffee Beans,Beverage,120,52,3.5,0,0,1,5,0
2024-02-25,Coffee Beans,Beverage,120,53,3.2,0,0,1,6,0
2024-02-26,Coffee Beans,Beverage,120,67,4.1,0,0,0,0,1
2024-02-27,Coffee Beans,Beverage,120,35,8.0,0,0,0,1,0
2024-02-28,Coffee Beans,Beverage,120,61,2.9,0,0,0,2,0
2024-02-29,Coffee Beans,Beverage,120,64,7.1,0,0,0,3,0
2024-03-01,Coffee Beans,Beverage,120,55,1.3,0,0,1,4,0
2024-03-02,Coffee Beans,Beverage,120,64,4.4,0,0,1,5,0
2024-03-03,Coffee Beans,Beverage,120,62,5.6,0,0,1,6,0
2024-03-04,Coffee Beans,Beverage,120,41,6.6,0,0,0,0,0
2024-03-05,Coffee Beans,Beverage,120,49,7.0,0,0,0,1,0
2024-03-06,Coffee Beans,Beverage,120,62,7.3,0,0,0,2,1
2024-03-07,Coffee Beans,Beverage,120,60,4.8,0,0,0,3,0
2024-03-08,Coffee Beans,Beverage,120,45,4.7,0,0,1,4,0
2024-03-09,Coffee Beans,Beverage,120,64,7.7,0,0,1,5,0
2024-03-10,Coffee Beans,Beverage,120,59,5.5,0,0,1,6,0
2024-03-11,Coffee Beans,Beverage,120,41,3.2,0,0,0,0,0
2024-03-12,Coffee Beans,Beverage,120,63,3.6,0,0,0,1,1
2024-03-13,Coffee Beans,Beverage,120,54,4.2,0,0,0,2,0
2024-03-14,Coffee Beans,Beverage,120,49,7.5,0,0,0,3,0
2024-03-15,Coffee Beans,Beverage,120,56,6.8,0,0,1,4,0
2024-03-16,Coffee Beans,Beverage,120,42,8.1,0,0,1,5,0
2024-03-17,Coffee Beans,Beverage,120,51,5.8,0,0,1,6,0
2024-03-18,Coffee Beans,Beverage,120,48,7.2,0,0,0,0,0
2024-03-19,Coffee Beans,Beverage,120,41,8.3,0,0,0,1,0
2024-03-20,Coffee Beans,Beverage,120,65,6.4,0,0,0,2,1
2024-03-21,Coffee Beans,Beverage,120,60,8.2,0,0,0,3,0
2024-03-22,Coffee Beans,Beverage,120,61,5.8,0,0,1,4,0
2024-03-23,Coffee Beans,Beverage,120,51,6.6,0,0,1,5,0
2024-03-24,Coffee Beans,Beverage,120,59,6.7,0,0,1,6,0
2024-03-25,Coffee Beans,Beverage,120,39,5.0,0,0,0,0,0
2024-03-26,Coffee Beans,Beverage,120,46,8.9,0,0,0,1,0
2024-03-27,Coffee Beans,Beverage,120,61,6.9,0,0,0,2,0
2024-03-28,Coffee Beans,Beverage,120,67,8.1,0,0,0,3,0
2024-03-29,Coffee Beans,Beverage,120,61,9.2,1,0,1,4,0
2024-03-30,Coffee Beans,Beverage,120,65,9.3,0,0,1,5,0
2024-03-31,Coffee Beans,Beverage,120,54,9.9,0,0,1,6,0
2024-04-01,Coffee Beans,Beverage,120,42,8.3,1,1,0,0,0
2024-04-02,Coffee Beans,Beverage,120,48,7.8,0,1,0,1,0
2024-04-03,Coffee Beans,Beverage,120,54,8.7,0,1,0,2,0
2024-04-04,Coffee Beans,Beverage,120,75,5.2,0,1,0,3,0
2024-04-05,Coffee Beans,Beverage,120,68,5.9,0,1,1,4,0
2024-04-06,Coffee Beans,Beverage,120,66,6.3,0,1,1,5,0
2024-04-07,Coffee Beans,Beverage,120,54,7.2,0,1,1,6,0
2024-04-08,Coffee Beans,Beverage,120,73,10.4,0,1,0,0,1
2024-04-09,Coffee Beans,Beverage,120,51,7.6,0,1,0,1,0
2024-04-10,Coffee Beans,Beverage,120,50,8.9,0,1,0,2,0
2024-04-11,Coffee Beans,Beverage,120,53,12.8,0,1,0,3,0
2024-04-12,Coffee Beans,Beverage,120,44,9.3,0,1,1,4,0
2024-04-13,Coffee Beans,Beverage,120,55,11.8,0,1,1,5,0
2024-04-14,Coffee Beans,Beverage,120,61,8.3,0,1,1,6,0
2024-04-15,Coffee Beans,Beverage,120,54,10.0,0,0,0,0,0
2024-04-16,Coffee Beans,Beverage,120,65,8.5,0,0,0,1,0
2024-04-17,Coffee Beans,Beverage,120,63,10.0,0,0,0,2,0
2024-04-18,Coffee Beans,Beverage,120,77,12.7,0,0,0,3,1
2024-04-19,Coffee Beans,Beverage,120,69,7.2,0,0,1,4,0
2024-04-20,Coffee Beans,Beverage,120,51,12.1,0,0,1,5,0
2024-04-21,Coffee Beans,Beverage,120,62,11.8,0,0,1,6,0
2024-04-22,Coffee Beans,Beverage,120,50,10.1,0,0,0,0,0
2024-04-23,Coffee Beans,Beverage,120,47,8.4,0,0,0,1,0
2024-04-24,Coffee Beans,Beverage,120,52,11.8,0,0,0,2,0
2024-04-25,Coffee Beans,Beverage,120,52,10.7,0,0,0,3,0
2024-04-26,Coffee Beans,Beverage,120,60,12.5,0,0,1,4,0
2024-04-27,Coffee Beans,Beverage,120,55,12.1,0,0,1,5,0
2024-04-28,Coffee Beans,Beverage,120,58,15.8,0,0,1,6,0
2024-04-29,Coffee Beans,Beverage,120,53,11.8,0,0,0,0,0
2024-04-30,Coffee Beans,Beverage,120,56,10.3,0,0,0,1,0
2024-05-01,Coffee Beans,Beverage,120,76,13.0,0,0,0,2,1
2024-05-02,Coffee Beans,Beverage,120,51,13.3,0,0,0,3,0
2024-05-03,Coffee Beans,Beverage,120,49,15.9,0,0,1,4,0
2024-05-04,Coffee Beans,Beverage,120,40,14.9,0,0,1,5,0
2024-05-05,Coffee Beans,Beverage,120,55,14.0,0,0,1,6,0
2024-05-06,Coffee Beans,Beverage,120,29,16.5,1,0,0,0,0
2024-05-07,Coffee Beans,Beverage,120,56,10.8,0,0,0,1,0
2024-05-08,Coffee Beans,Beverage,120,40,12.2,0,0,0,2,0
